taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Saxifraga cernua,perennial,,herb,,,0.03 m,0.15 m,glabrous,,,,,,,,,,,,,,,,,,,,,,,red,,,white,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494897
Saxifraga cespitosa,perennial,,cushion,"cushion, stoloniferous",,0.04 m,0.10 m,"hairy, glandular",,,lobed,lobed,,,,,,,,1 cm,1 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494839
Saxifraga geum,perennial,,"herb, erect leafy",,,0.12 m,0.40 m,hairy,,,,,,"reniform, orbicular, cordate",obtuse,"orbicular, cordate","dentate, crenate",0.02 cm,0.02 cm,1 cm,4 cm,,,,,,,,,,,,,"white, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,green,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/nan
Saxifraga granulata,perennial,,herb,,,0.10 m,0.50 m,"hairy, glandular",,,,,,"reniform, cordate",obtuse,"cuneate, cordate",crenate,,,0.5 cm,3 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494893
Saxifraga hirculus,perennial,,"prostrate, herb, erect leafy",stoloniferous,,0.10 m,0.20 m,,,,,sheathing,,"lanceolate, oblong",obtuse,,entire,,,1 cm,3 cm,,,,,,,,,,reddish,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000493941
Saxifraga hirsuta,perennial,,"herb, erect leafy",,,0.12 m,0.40 m,hairy,,,,,,"reniform, orbicular, cordate",obtuse,"orbicular, cordate","dentate, crenate",0.02 cm,0.02 cm,1 cm,4 cm,,,,,,,,,,,,,"white, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,green,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000493954
Saxifraga hypnoides,perennial,,"herb, scrambler",,,0.05 m,0.20 m,"hairy, glabrous, ciliate",,,lobed,lobed,,"elliptic, linear","acute, aristate",,"entire, ciliate",,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494294
Saxifraga oppositifolia,,,,,,,,"setose, glabrous, ciliate",,,,sessile,,"ovate, obovate, oblong",,,ciliate,,,0.2 cm,0.6 cm,,,,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000493622
Saxifraga rivularis,perennial,,herb,stoloniferous,,0.02 m,0.08 m,glabrous,,,,,,,,,entire,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494819
Saxifraga rosacea,perennial,,"herb, cushion, tussock","cushion, stoloniferous",,0.04 m,0.20 m,hairy,,,lobed,lobed,,,,,entire,,,1 cm,1.5 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494799
Saxifraga spathularis,perennial,,"herb, erect leafy",stoloniferous,,0.08 m,0.40 m,glabrous,,,,,,"ovate, orbicular","acute, obtuse",,dentate,0.02 cm,0.02 cm,1 cm,6 cm,,,,,,,,,,,,,"white, yellow, spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greenish,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494790
Saxifraga tridactylites,annual,,herb,,,0.02 m,0.15 m,"hairy, glandular",,,lobed,"lobed, palmate",,"obovate, orbicular",,orbicular,entire,,,1 cm,1 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000494585
Scabiosa columbaria,perennial,,herb,,,,,,,,simple,pinnatipartite,,"spatulate, linear, obovate, oblanceolate",,,crenate,,,,,,,,,,,,,,"lilac, white, blackish, pinkish, bluish",,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000500277
Scandix pecten-veneris,annual,,,,,0.15 m,0.50 m,glabrous,,,pinnate,pinnate,,"deltate, deltoid, oblong",,,,,,,,,,,,,,,actinomorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000434334
Scheuchzeria palustris,perennial,,,,,0.10 m,0.40 m,,,,,,,,,,,,,,,,,,,,,,,,"yellowish, green",,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000770094
Schismus barbatus,annual,terrestrial,,,,3.25 m,0.30 m,glabrous,,flexhy,,"convolute, flat",,"fukufirn, aciculate",,,flat,,,110 cm,110 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000898002
Schkuhria pinnata,annual,,herb,,,0.10 m,0.70 m,hairy,,,"lobed, pinnate","lobed, pinnate",alternate,"fukufirn, linear",,,,,,1.0 cm,4.0 cm,,,,,,,,,,"white, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000111359
Schoenoplectus lacustris,perennial,,,,,1 m,3.5 m,glabrous,,,,,,,,,,,,,,reddish-brown,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000527292
Schoenoplectus pungens,perennial,,,rhizomatous,,,,glabrous,,,,,,linear,,,,0.2 cm,0.4 cm,30 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000528016
Schoenoplectus tabernaemontani,perennial,,,,,1 m,3.5 m,glabrous,,,,,,,,,,,,,,reddish-brown,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000528404
Schoenoplectus triqueter,perennial,,,,,0.50 m,1.50 m,glabrous,,,,,,,,,,,,,,reddish-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000528476
Schoenus ferrugineus,perennial,,tussock,,,0.10 m,0.40 m,"pubescent, glabrous",,,,involute,,,,,involute,0.05 cm,0.07 cm,1 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530455
Schoenus nigricans,perennial,,tussock,,,0.05 m,0.80 m,"pubescent, glabrous",,,,involute,,,,,involute,0.05 cm,0.2 cm,40 cm,40 cm,,,,,,,,,,blackish,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.9 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000531591
Scilla bithynica,,,herb,,,,,,,,,,,"linear, oblong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000741016
Scilla verna,perennial,,erect leafy,,,,,glabrous,,,,,,linear,,,,0.2 cm,0.4 cm,3 cm,20 cm,bluish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000740371
Scirpoides holoschoenus,perennial,,tussock,,,0.50 m,1.00 m,pubescent,,,,,,,,,,,,,,,,umbel,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 mm,0.75 mm,1 mm,1.75 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000533499
Scirpus sylvaticus,perennial,,,,,0.30 m,1.20 m,glabrous,,,,flat,,,,,flat,0.5 cm,2.0 cm,40 cm,40 cm,"green, greenish, brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000546234
Scleranthus annuus,annual,,herb,,,,,ciliate,,,,,,setiform,acute,,ciliate,,,0.5 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000441933
Scleranthus perennis,perennial,,herb,,,,,"ciliate, pubescent",,,,,,,recurved,,ciliate,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,3.5 mm,3 mm,4.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000441934
Scorzonera humilis,perennial,,"herb, erect leafy",,,,,"scaley, woolly, glabrous, hairs absent",,,,"sheathing, amplexicaul",,"elliptic, lanceolate",acuminate,,,,,10 cm,20 cm,,,,,,,,,ligulate,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 mm,11 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000078770
Scrophularia auriculata,perennial,,,,,0.50 m,1.20 m,"pubescent, glabrous",,,,,,"elliptic, ovate",obtuse,cuneate,crenate,,,6 cm,12 cm,,,,,,,,,,,,,,,,,,,"brownish, purple, greenish",1 cm,1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000495559
Scrophularia nodosa,perennial,,,,,0.40 m,1.00 m,"glandular, glabrous",,,,decurrent,,ovate,"truncate, acute",truncate,serrate,,,6 cm,13 cm,,,,,,,,,,,,,,,,,,,"green, greenish, reddish-brown",1 cm,1 cm,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000496317
Scrophularia oblongifolia,perennial,,,,,0.40 m,1.00 m,glabrous,,,,,,"cordate, rounded, orbicular","acute, obtuse","cordate, rounded, cuneate",serrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anemochory,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000496281
Scrophularia scorodonia,perennial,,,,,0.60 m,1.00 m,pubescent,,,,,,"cordate, ovate","mucronate, acute, obtuse",cordate,dentate,,,4 cm,10 cm,,,,,,,,,,,,,,,,,,,purple,0.8 cm,1.1 cm,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000496326
Scrophularia vernalis,"annual, perennial",,herb,,,0.30 m,0.80 m,"pubescent, hairy, glandular",,,,,,"cordate, ovate",acute,cordate,serrate,,,4 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000495948
Scutellaria altissima,perennial,,,,,0.80 m,0.80 m,,,,,,,cordate,,cordate,dentate,,,5 cm,15 cm,,,,,,,,,,,,,,,,,,,"blue, whitish",1.2 cm,1.8 cm,lipped,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000307583
Scutellaria galericulata,perennial,,,,,0.15 m,0.50 m,"pubescent, glabrescent, glabrous",,,,,,"orbicular, rounded, ovate, cordate, oblong","obtuse, acute","cordate, rounded",crenate,,,2 cm,5 cm,,,,,,,,,,,,,,,,,,,"blue, violet",1.0 cm,2.0 cm,lipped,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000307828
Scutellaria minor,perennial,,,,,0.10 m,0.30 m,"glabrescent, glabrous",,,,,,"cordate, orbicular, rounded, ovate","obtuse, acute","cordate, hastate, rounded",entire,,,1 cm,3 cm,,,,,,,,,,,,,,,,,,,"pinkish, purple, spot",0.6 cm,1.0 cm,lipped,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000308104
Sedum acre,perennial,,"tussock, scrambler",,,0.02 m,0.29 m,"glabrous, pubescent",,,,sessile,"imbricate, alternate",,obtuse,,entire,,,0.3 cm,0.5 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000437124
Sedum album,perennial,,"tussock, scrambler",,,0.07 m,0.20 m,"glabrous, pubescent",,,,sessile,alternate,"obovate, oblong",obtuse,,entire,,,0.4 cm,1.2 cm,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000438148
Sedum anglicum,perennial,,scrambler,,,0.02 m,0.05 m,"glabrous, pubescent",,,,,alternate,elliptic,,,entire,,,0.3 cm,0.5 cm,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000438101
Sedum sexangulare,perennial,,"tussock, scrambler",,,0.02 m,0.25 m,"glabrous, pubescent",,,,sessile,"imbricate, alternate","linear, cylindrical",obtuse,,entire,,,0.3 cm,0.6 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000437960
Sedum villosum,"annual, perennial",,,,,0.05 m,0.15 m,glandular,,,,"flat, sessile",alternate,linear,obtuse,,"flat, entire",,,0.6 cm,1.2 cm,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000441208
Senecio integrifolius,perennial,,,,,0.30 m,1.00 m,pubescent,,,,"sessile, amplexicaul",,"ovate, lanceolate",,,"denticulate, dentate, entire",,,,,,,umbel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000012988
Senecio ovatus,perennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000040035
Senecio sarracenicus,perennial,,"herb, scrambler",,,,,glabrous,,,,sessile,,"lanceolate, elliptic",acute,,incurved,2 cm,5 cm,10 cm,20 cm,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000020851
Senecio smithii,perennial,,,,,0.60 m,1.20 m,,,,,sessile,,"cordate, oblong, ovate","acute, acuminate",cordate,crenate,,,5 cm,25 cm,,,,,,,,,,"yellowish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000005604
Senecio squalidus,"annual, perennial",,herb,,,0.20 m,0.50 m,glabrous,,,,amplexicaul,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brownish,,,,,,1.5 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000138664
Senecio sylvaticus,annual,,herb,,,0.30 m,0.70 m,"glandular, pubescent",,,,"sessile, pinnatipartite",,"oblong, oblanceolate, obovate, spatulate",,,,,,,,green,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,2.5 mm,2.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000094457
Senecio viscosus,annual,,herb,,,0.10 m,0.60 m,"glandular, hairy",,,,"sessile, pinnatipartite, amplexicaul",,"oblong, obovate",,,,,,,,green,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellowish, white",,,,,,3 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000095374
Senecio vulgaris,annual,,herb,,,0.08 m,0.45 m,"glandular, glabrous, hairy",,succulent,,"pinnatipartite, amplexicaul",,"oblong, lanceolate, obovate",,,,,,,,"black, green",,"clustered, corymb",,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000011329
Serratula tinctoria,perennial,,herb,,,0.10 m,1.00 m,"hairy, glabrous",,,pinnate,"sessile, pinnatipartite, pinnate",,"lanceolate, elliptic, ovate",,,,,,12 cm,25 cm,,,corymb,,,,,,,"purple, white, red",,,,,,,,,,,,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,,,,,,,5 mm,5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000015229
Seseli libanotis,"annual, perennial",,erect leafy,solitary plant,,0.30 m,1.00 m,"pubescent, glabrous",,,pinnate,pinnate,,,,,,,,10 cm,10 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000434770
Sesleria albicans,perennial,,"tussock, erect leafy/tussock",,,0.10 m,0.45 m,"scabrous, pubescent, glabrous",,,,flat,,,,,flat,0.2 cm,0.6 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000898744
Sesleria caerulea,perennial,,"tussock, erect leafy/tussock",,,0.10 m,0.45 m,"scabrous, pubescent, glabrous",,,,flat,,,,,flat,0.2 cm,0.6 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000898775
Sherardia arvensis,annual,,herb,,,,,"scabrous, glabrous",,,,,,"elliptic, obovate","acute, cuspidate",,,,,0.5 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,terminal,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000309707
Sibbaldia procumbens,perennial,,"tussock, herb",,,0.01 m,0.02 m,"pubescent, hairy",,,,,,,,,,,,,,,,,,,,,,,purple,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000992056
Sibthorpia europaea,,,,,,,,,,,lobed,lobed,alternate,"fukufirn, reniform",,,,,,,,,,,,,,,,,,,,,,,,,,"pink, yellowish",,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000495164
Silaum silaus,perennial,,,,,0.30 m,1.00 m,glabrous,,,pinnate,"pinnatisect, pinnate, pinnatipartite",,"deltoid, deltate","obtuse, acuminate",,serrulate,,,1 cm,1.5 cm,,,,,,,,,,,,,yellowish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000434202
Silene acaulis,perennial,,"cushion, tussock",cushion,,0.02 m,0.10 m,"pubescent, ciliate, glabrous",,,,,,linear,acute,,ciliate,,,0.6 cm,1.2 cm,,,,,,,,,,,,,"whitish, rose",,,reddish,,,,,,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,yellowish,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000438305
Silene baccifera,perennial,,"scrambler, herb",,,0.60 m,1.00 m,hairy,,,,,,ovate,acuminate,,"sinuate, entire",,,,,,,,,,,,,,,,,"white, greenish",,,,0.8 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,"black, white, yellow",,,,1.5 mm,1.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000438916
Silene conica,annual,,herb,,,0.10 m,0.35 m,,,,,,,"linear, lanceolate","acute, acuminate",,,,,,,,,,,,,,,,,erect,,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,grey,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000438672
Silene dioica,"annual, perennial",,"scrambler, herb",,,,,,,,,sessile,,"oblong, obovate",,,,,,,,,,,,unisexual,,,,,,,,,,,,1.0 cm,1.5 cm,,,,,,,,,,,dioecious,,,,,,,,,,,,,,,,ovoid,,black,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440478
Silene flos-cuculi,perennial,,herb,,,,,glabrous,,,,,,"oblong, spatulate, oblanceolate, lanceolate",acute,,,,,2 cm,10 cm,,,,,,,,,,,,,"red, rose, white",,,reddish,0.6 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,brown,,,,0.5 mm,0.7 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001292406
Silene gallica,annual,,herb,,,0.10 m,0.35 m,,,,,sessile,,lanceolate,,,,,,2.5 cm,5 cm,,,,,,,,,,,erect,,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,grey,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440573
Silene italica,perennial,,herb,,,,,,,,,sessile,,lanceolate,,,,,,3 cm,5 cm,,,,,unisexual,,,,,,erect,,"green, reddish, yellowish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440393
Silene latifolia,"annual, perennial",,,,,,,hairy,,,,sessile,,"elliptic, spatulate, oblanceolate, lanceolate",acuminate,,,,,3 cm,10 cm,,,,,unisexual,,,,,,erect,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440842
Silene noctiflora,annual,,herb,,,,,,,,,sessile,,"ovate, oblong, obovate",acute,,,,,,,,,,,,,,,,,,,yellowish,,,"whitish, green",2.0 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440809
Silene nutans,perennial,,herb,,,,,"ciliate, hairy",,,,,,lanceolate,acute,,ciliate,,,,,,,,,"unisexual, bisexual",,,,,,erect,,"pink, red, white, yellow",,,"purplish, white",,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,ovoid,,,,,,1 mm,2.2 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440799
Silene otites,perennial,,herb,,,,,,,,,sessile,,"linear, lanceolate",,,,,,1.5 cm,8 cm,,,,,unisexual,,,,,,erect,,"green, yellowish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001238472
Silene suecica,perennial,,"tussock, herb",,,,,pubescent,,,,sessile,,"linear, oblong",acute,,,,,1.5 cm,5 cm,rose,,,,bisexual,,,,,,,,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,brown,,,,,,0.3 mm,0.4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440132
Silene uniflora,perennial,,"cushion, prostrate",cushion,,,,"pubescent, ciliate, glabrous",,,,,,"linear, ovate, elliptic, lanceolate",,,ciliate,,,,,,,,,,,,,,,erect,,white,1.4 cm,1.4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,pink,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440220
Silene viscaria,perennial,,"erect leafy, tussock, herb",,,,,pubescent,,,,,,"oblong, elliptic","acute, acuminate",,,,,5 cm,12.5 cm,,,,,,,,,,,,,,,,purplish,1.2 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,0.5 mm,0.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440166
