taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Acleisanthes acutifolia,,,herb,,,0.0002 m,0.0003 m,"hairy, glandular",,,,sessile,,"orbicular, elliptic, ovate, rounded","acute, apiculate, obtuse",rounded,undulate,0.3 cm,2.5 cm,0.5 cm,5.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516689
Acleisanthes angustifolia,,,,,,,,"glandular, hairy, pubescent",,,,sessile,,"lanceolate, linear, rounded, oblong, orbicular","acute, apiculate",rounded,entire,0.1 cm,0.7 cm,0.5 cm,3.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516691
Acleisanthes anisophylla,,,herb,,,0.0001 m,0.0002 m,"hairy, glabrous, pubescent",,,,"flat, sessile, decurrent",,"ovate, rounded, oblong, orbicular, rhombic","acute, apiculate, obtuse",rounded,"flat, undulate",0.3 cm,3.5 cm,0.6 cm,7.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516692
Acleisanthes chenopodioides,,,herb,,,,,pubescent,,,,,,"ovate, rounded, oblong, deltate, orbicular, elliptic","acute, obtuse",rounded,"undulate, entire",0.6 cm,4.0 cm,1.5 cm,5.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,terminal,,,,,,,,white,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516694
Acleisanthes crassifolia,,,herb,,,0.0001 m,0.0002 m,"hairy, hirsute, pubescent",,,,,,"orbicular, ovate, rounded","acute, apiculate, obtuse",rounded,undulate,0.2 cm,3.0 cm,0.5 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516695
Acleisanthes diffusa,,,herb,,,,,"hairy, pubescent",,,,,,"oblong, ovate","acute, truncate, obtuse",truncate,undulate,0.4 cm,1.7 cm,1.0 cm,3.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516696
Acleisanthes longiflora,,,herb,,,0.0002 m,0.0004 m,"hairy, glabrous, pubescent",,,,decurrent,,"lanceolate, deltate","acute, acuminate, attenuate","attenuate, cuneate",undulate,0.1 cm,3.0 cm,0.3 cm,4.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516703
Acleisanthes nevadensis,,,herb,,,,,"glandular, hairy, pubescent",,,,,,"orbiculate, orbicular, ovate, rounded","acute, truncate, obtuse","truncate, rounded",undulate,0.4 cm,1.7 cm,0.8 cm,3.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516707
Acleisanthes obtusa,,,herb,,,0.0001 m,0.0002 m,"hairy, glabrous, pubescent",,,,"flat, sessile, decurrent",,"ovate, rounded, deltate, orbicular, elliptic","acute, apiculate, truncate","truncate, rounded","flat, undulate",0.2 cm,5.0 cm,0.2 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516708
Acleisanthes parvifolia,,,herb,,,,,"glandular, hairy, pubescent",,,,,,"cordate, ovate","acute, obtuse",cordate,"undulate, entire",0.4 cm,1.2 cm,0.9 cm,2.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516710
Acleisanthes wrightii,,,herb,,,0.0002 m,0.0003 m,"hairy, pubescent, hirsute, glandular",,,,,,"orbicular, ovate, rounded","acute, apiculate, obtuse",rounded,,0.3 cm,2.0 cm,0.5 cm,3.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000516716
Acmella repens,,,,,,,,,,,,,,ovate,,,"dentate, entire, denticulate",1.0 cm,3.5 cm,2.0 cm,10.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 52,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000077798
Acoelorraphe wrightii,,,,,,,,,armed,,,,,,,,,,,,,,,,pendulous,,,,,,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"green, black, orange",,,,,,,,,,,,2n = 36,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000334949
Aconitum columbianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blue, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0 cm,6.0 cm,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000517097
Aconitum uncinatum,,,,,,,,,,,,,,,,,,4 cm,10 cm,0.2 cm,0.2 cm,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000518235
Acourtia microcephala,,,,,,0.60 m,1.20 m,"spinulose, scabrous, glandular",spinulate,,,,,"cordate, elliptic, ovate",,"cordate, auriculate",denticulate,,,5 cm,15 cm,,,panicle,,,,,,,,,,,,,,,,"pink, lavender",0.6 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 54,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000012131
Acourtia nana,,,,,,0.025 m,0.30 m,glabrous,,,,,,"orbiculate, orbicular, rhombic",,cuneate,dentate,,,1.0 cm,5.0 cm,,,,,,,,,,,,,,,,,,,"pink, lavender, white",1.0 cm,1.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 54,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000022979
Acourtia runcinata,,,,,,0.05 m,0.35 m,"spinulose, hirsute, glandular",spinulate,,lobed,lobed,,"spatulate, oblong, ovate, oblanceolate",acute,cuneate,dentate,,,2.5 cm,23 cm,,,,,,,,,,,,,,,,,,,"pink, lavender",1.2 cm,2.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n =,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000119619
Acourtia thurberi,,,,,,0.40 m,1.50 m,"bristly, pubescent, glandular",,,,,,"sagittate, elliptic, ovate",,sagittate,denticulate,,,,,,,corymb,,,,,,,,,,,,,,,,"pink, lavender, purple",0.7 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 54,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000114273
Acourtia wrightii,,,,,,0.30 m,1.20 m,"hirsute, glandular",,,,,,"sagittate, oblong, elliptic",,sagittate,"dentate, denticulate",,,2.5 cm,13 cm,,,corymb,,,,,,,,,,,,,,,,"pink, purple",0.9 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 54,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000001261
Acrocomia totai,annual,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000509097
Actaea rubra,,,,,,,,"glabrous, pubescent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9 mm,3.6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000519118
Adelia vaseyi,,,shrub,,,1 m,3 m,glabrous,,,,,,"orbicular, spatulate, obovate, rounded",emarginate,"cuneate, rounded",,0.5 cm,1 cm,2 cm,4 cm,,,,,"pistillate, staminate",,,,,"green, greenish, yellowish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000760673
Adenophyllum cooperi,perennial,,shrub,,,0.30 m,0.50 m,,,,lobed,lobed,,"spatulate, oblanceolate, ovate",,,,0.4 cm,0.8 cm,0.8 cm,2.5 cm,,,,,,,,,,,,,,,,,,,"yellow, red-orange, orange",0.8 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 26,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000061696
Adenophyllum porophylloides,perennial,,shrub,,,0.20 m,0.50 m,,,,lobed,lobed,,"spatulate, oblanceolate, linear",,cuneate,,,,1.5 cm,4.0 cm,,,,,,,,,,,,,,,,,,,"yellow, orange, red-orange",0.7 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 26,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000113137
Adenostoma fasciculatum,,,,,,,,"villous, villouse, glabrous, hirsute",,,,,,linear,"acute, apiculate, obtuse",,,0.06 cm,0.17 cm,0.2 cm,1.3 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2 mm,2.4 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001009078
Adenostoma sparsifolium,,,tree/shrub,,,,,"hirsute, glandular",,,,sessile,"opposite, alternate",linear,"apiculate, recurved",,recurved,0.04 cm,0.08 cm,0.25 cm,2.6 cm,,,panicle,,,,,,,,,,"brown, whitish",,,,,,,,,,,,,,,,,10.0,,,0.04 cm,0.06 cm,,,,,,,,,,,,,,,,,,,1.1 mm,1.6 mm,,,,2n = 18,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001009090
Adonis aestivalis,annual,,herb,,,,,,,,,"sessile, pinnatipartite",,,,,,,,3 cm,5 cm,,,,,,,,,,,,,"scarlet, orange, red, purple, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 mm,6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000521105
Adonis annua,annual,,herb,,,,,,,,,"sessile, pinnatipartite",,,,,,,,2 cm,5 cm,,,,,,,,,,,,,"purple, orange, red",,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,3 mm,5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000521134
Adonis vernalis,perennial,,herb,rhizomatous,,,,,,,,"sessile, scale, pinnatisect, pinnatipartite",,,,,,,,1 cm,1 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,3.5 mm,5.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000521288
Aeonium haworthii,,,"tree/shrub, shrub",,,,,"ciliate, glabrous",,,,,,obovate,recurved,,,,,3 cm,6 cm,,,,,,,,,campanulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 72,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000521658
Agarista populifolia,,,,,,,,"hairy, glandular",,,,,,"orbicular, rounded",acuminate,"cuneate, rounded",,0.9 cm,5 cm,2.6 cm,11.2 cm,,,,,,,,,,,,,,,,,,,,0.6 cm,0.95 cm,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,1.4 mm,2 mm,,,,2n = 24,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000523238
Agave americana,perennial,,"erect leafy, tussock, tree",suckering,trunk,2 m,2 m,"glabrous, pubescent",,,,,,lanceolate,,,,15 cm,25 cm,80 cm,200 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 mm,8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754119
Agave chrysantha,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,lanceolate,,,,4 cm,11 cm,40 cm,82 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,6 mm,7 mm,,,,2n = 60,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754248
Agave decipiens,perennial,,"erect leafy, tree",suckering,trunk,1 m,4 m,,,,,,,lanceolate,recurved,,recurved,7 cm,10 cm,70 cm,200 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,,,,,,,,,,,,"2n = 120, 150, 160, 180, 190",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754302
Agave delamateri,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,"spatulate, oblanceolate, lanceolate",,,,7.5 cm,9 cm,50 cm,73 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754304
Agave deserti,perennial,,"erect leafy, tussock, tree",suckering,trunk,0.2 m,0.4 m,pubescent,,,,,,lanceolate,,,,4.5 cm,10 cm,20 cm,70 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, obovoid",,,,,,,,5 mm,6 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754311
Agave gracilipes,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,lanceolate,,,,4.5 cm,7 cm,18 cm,30 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,6.5 mm,,,,2n = 60,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754412
Agave havardiana,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,lanceolate,,,,15 cm,27 cm,30 cm,70 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,6 mm,7 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754438
Agave lechuguilla,,,"erect leafy, tussock",suckering,,,,,,,,,,lanceolate,,,,2 cm,5.2 cm,25 cm,50 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5 mm,6 mm,,,,2n = 110,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754513
Agave mckelveyana,perennial,,"erect leafy, tussock","solitary plant, suckering",,,,pubescent,,,,,,lanceolate,,,,2.8 cm,5 cm,17.5 cm,40 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,6.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754567
Agave murpheyi,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,spatulate,,,,6 cm,10 cm,50 cm,80 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 mm,11 mm,,,,2n = 60,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754601
Agave palmeri,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,lanceolate,,,,3.5 cm,19 cm,35 cm,92 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,7 mm,,,,2n = 60,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754646
Agave parryi,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,"lanceolate, ovate",,,,4 cm,20 cm,7 cm,65 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, obovoid",,,,,,,,7 mm,8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754655
Agave phillipsiana,perennial,,"erect leafy, tussock",suckering,,,,pubescent,,,,,,lanceolate,,,,10 cm,11 cm,76 cm,78 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n =,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754680
Agave schottii,,,"erect leafy, tussock",suckering,,,,,,,,,,linear,,,,0.7 cm,2.5 cm,20 cm,50 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,3 mm,3.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754789
Agave sisalana,perennial,,"erect leafy, tree",suckering,trunk,0.4 m,1 m,,,,,,,lanceolate,,,,9 cm,12 cm,90 cm,130 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2n = 138, 147, 149, 150",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001257076
Agave toumeyana,,,"erect leafy, tussock",suckering,,,,,,,,,,"lanceolate, linear",,,,0.5 cm,2 cm,3 cm,46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754869
Agave univittata,,,"erect leafy, tussock",suckering,,,,,,,,,,lanceolate,,,,3 cm,5 cm,30 cm,70 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,,,,,,,,5 mm,6 mm,,,,2n = 60,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754886
Agave utahensis,,,"erect leafy, tussock",suckering,,,,,,,,,,lanceolate,,,,1 cm,5.5 cm,12 cm,50 cm,,,,,,,,,urceolate,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,2 mm,4 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754897
Agave weberi,perennial,,"erect leafy, tree",suckering,trunk,0.4 m,1 m,,,,,,,lanceolate,,,,12 cm,18 cm,110 cm,160 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000754957
Agdestis clematidea,,,,,,,,,,,,,,"ovate, reniform, rounded, cordate, orbicular","obtuse, mucronate","cordate, rounded",,5.5 cm,5.5 cm,9 cm,9 cm,,,,,,,,,,"greenish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000911997
Ageratina adenophora,,,shrub,,,0.50 m,2.20 m,glandular,,,,sessile,opposite,"deltate, lanceolate, ovate","acute, acuminate, truncate, obtuse","truncate, cuneate",serrate,1.5 cm,6 cm,1.5 cm,8 cm,,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 51,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000022875
Ageratina altissima,perennial,,,rhizomatous,,0.30 m,1.20 m,,,,,,opposite,"lanceolate, ovate, rounded, cordate, orbicular","acuminate, truncate, obtuse","cordate, truncate, rounded","serrate, incised",2.5 cm,9 cm,4 cm,13 cm,,,clustered,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000080123
Ageratina aromatica,perennial,,,,,0.30 m,1.00 m,pubescent,,,simple,,opposite,"lanceolate, ovate, rounded, deltate, orbicular, elliptic","acute, truncate, obtuse","truncate, cuneate, rounded","crenate, dentate, serrate",1.5 cm,4 cm,2 cm,9 cm,,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000011501
Ageratina havanensis,,,"shrub, tree",,,0.30 m,2.00 m,glabrous,,,,,opposite,"ovate, hastate, deltate","acute, truncate","truncate, cuneate, hastate",dentate,2 cm,5 cm,2 cm,8 cm,,,clustered,,,,,,,,,,,,,,,,"pinkish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000087550
Ageratina herbacea,perennial,,shrub,,,0.20 m,0.80 m,"glabrous, hispid",,,,,opposite,"cordate, lanceolate, ovate","acute, truncate","cordate, truncate","serrate, dentate",1.5 cm,4.5 cm,2 cm,7 cm,,,clustered,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000030004
Ageratina jucunda,perennial,,,,,0.40 m,1.00 m,"hairy, glabrous",,,simple,,opposite,"rhombic, elliptic, deltate","acute, acuminate, truncate","truncate, cuneate","serrate, crenate, incised",1.5 cm,4 cm,2 cm,7 cm,,,clustered,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000003999
Ageratina lemmonii,perennial,,,,,0.20 m,0.70 m,glabrous,,,,,opposite,ovate,,,serrate,0.5 cm,2.5 cm,2 cm,4.5 cm,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000125327
Ageratina luciae-brauniae,perennial,,,,,0.30 m,0.60 m,"glabrous, pubescent",,,,,opposite,"deltate, elliptic, ovate","acute, acuminate, truncate",truncate,dentate,5 cm,9 cm,4 cm,8 cm,,,clustered,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000122257
Ageratina occidentalis,perennial,,shrub,rhizomatous,,0.15 m,0.70 m,,,,,,"opposite, alternate",ovate,"acute, truncate","truncate, cuneate",serrate,1.7 cm,4 cm,2.5 cm,5 cm,,,clustered,,,,,,,,,,,,,,,,"pink, purple, bluish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006622
Ageratina rothrockii,perennial,,,,,0.20 m,1.50 m,pubescent,,,,,opposite,"lanceolate, ovate","acute, acuminate, truncate, obtuse",truncate,"serrate, crenate",1.5 cm,3 cm,3 cm,6 cm,,,clustered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 85,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000019570
Ageratina shastensis,perennial,,,rhizomatous,,0.15 m,0.45 m,glandular,,,,,"opposite, alternate","orbiculate, orbicular, ovate","acute, acuminate, truncate, obtuse",truncate,"serrate, dentate, entire",1 cm,2 cm,1.5 cm,3 cm,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 34,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000092050
Ageratina thyrsiflora,perennial,,shrub,,,0.50 m,1.00 m,hirsute,,,simple,,alternate,"orbicular, ovate","acute, obtuse",cuneate,"crenate, serrate",1 cm,3 cm,2.5 cm,6.5 cm,,,clustered,,,,,,,,,,,,,,,,"orange, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000053471
Ageratina wrightii,,,shrub,,,0.50 m,1.50 m,,,,,,"opposite, alternate",ovate,"acute, obtuse, truncate, attenuate","attenuate, truncate, cuneate","crenate, entire",0.5 cm,2 cm,1 cm,2 cm,,,clustered,,,,,,,,,,,,,,,,"pink, pinkish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000061860
Ageratum conyzoides,"annual, perennial",,shrub,,,0.20 m,1.50 m,pubescent,,,,,,"oblong, elliptic, ovate",,,,1 cm,5 cm,2 cm,8 cm,,,,,,,,,,,,,,,,,,,"lavender, blue, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0. 2n = 20, 40",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000014938
